"Id","Data do Sorteio","Coluna 1","Coluna 2","Coluna 3","Coluna 4","Coluna 5","Coluna 6"
"416","11/23/2002","1","13","23","33","54","56"
"","","","","","","",""
"417","11/27/2002","7","12","21","25","34","42"
"","","","","","","",""
"418","11/30/2002","8","15","32","45","49","52"
"","","","","","","",""
"419","12/4/2002","9","16","41","42","52","53"
"","","","","","","",""
"420","12/7/2002","12","29","30","43","57","59"
"","","","","","","",""
"421","12/11/2002","5","35","37","38","45","51"
"","","","","","","",""
"422","12/14/2002","12","37","43","55","56","60"
"","","","","","","",""
"423","12/18/2002","8","22","32","33","40","53"
"","","","","","","",""
"424","12/21/2002","18","27","29","36","46","59"
"","","","","","","",""
"425","12/28/2002","6","10","16","34","42","47"
"","","","","","","",""
"426","1/4/2003","7","30","32","37","50","54"
"","","","","","","",""
"427","1/8/2003","3","13","14","24","43","51"
"","","","","","","",""
"428","1/11/2003","8","28","30","32","46","60"
"","","","","","","",""
"429","1/15/2003","17","26","32","36","43","55"
"","","","","","","",""
"430","1/18/2003","8","10","21","25","38","50"
"","","","","","","",""
"431","1/22/2003","26","37","40","47","52","58"
"","","","","","","",""
"432","1/25/2003","4","13","17","27","39","50"
"","","","","","","",""
"433","1/29/2003","16","17","28","30","36","54"
"","","","","","","",""
"434","2/1/2003","4","10","17","24","30","54"
"","","","","","","",""
"435","2/5/2003","10","11","17","31","37","43"
"","","","","","","",""
"436","2/8/2003","1","6","7","29","48","57"
"","","","","","","",""
"437","2/12/2003","7","10","30","44","54","59"
"","","","","","","",""
"438","2/15/2003","3","5","11","14","38","48"
"","","","","","","",""
"439","2/19/2003","13","20","29","42","43","57"
"","","","","","","",""
"440","2/22/2003","3","5","23","30","46","47"
"","","","","","","",""
"441","2/26/2003","2","10","15","21","58","59"
"","","","","","","",""
"442","3/1/2003","6","15","23","31","37","59"
"","","","","","","",""
"443","3/8/2003","11","17","26","36","48","52"
"","","","","","","",""
"444","3/12/2003","3","24","33","48","52","57"
"","","","","","","",""
"445","3/15/2003","7","20","31","32","50","53"
"","","","","","","",""
"446","3/19/2003","8","11","12","17","20","47"
"","","","","","","",""
"447","3/22/2003","15","24","25","33","42","55"
"","","","","","","",""
"448","3/26/2003","3","5","9","45","51","52"
"","","","","","","",""
"449","3/29/2003","1","8","24","34","49","56"
"","","","","","","",""
"450","4/2/2003","1","9","13","50","51","59"
"","","","","","","",""
"451","4/5/2003","17","18","23","28","31","53"
"","","","","","","",""
"452","4/9/2003","11","16","30","36","51","54"
"","","","","","","",""
"453","4/12/2003","8","20","23","34","52","58"
"","","","","","","",""
"454","4/16/2003","4","17","24","42","46","56"
"","","","","","","",""
"455","4/19/2003","2","14","15","17","50","59"
"","","","","","","",""
"456","4/23/2003","3","17","22","27","33","40"
"","","","","","","",""
"457","4/26/2003","15","17","24","27","32","48"
"","","","","","","",""
"458","4/30/2003","13","24","32","34","43","53"
"","","","","","","",""
"459","5/3/2003","8","15","17","39","43","49"
"","","","","","","",""
"460","5/7/2003","19","23","30","37","49","55"
"","","","","","","",""
"461","5/10/2003","15","17","20","29","30","60"
"","","","","","","",""
"462","5/14/2003","17","19","22","26","27","48"
"","","","","","","",""
"463","5/17/2003","2","3","7","18","45","53"
"","","","","","","",""
"464","5/21/2003","6","24","33","38","45","50"
"","","","","","","",""
"465","5/24/2003","1","22","31","46","51","57"
"","","","","","","",""
"466","5/28/2003","11","16","28","29","30","45"
"","","","","","","",""
"467","5/31/2003","8","18","21","22","38","60"
"","","","","","","",""
"468","6/4/2003","5","6","23","25","39","51"
"","","","","","","",""
"469","6/7/2003","13","21","26","29","42","47"
"","","","","","","",""
"470","6/11/2003","8","11","23","37","51","58"
"","","","","","","",""
"471","6/14/2003","5","31","32","36","51","59"
"","","","","","","",""
"472","6/18/2003","3","4","12","29","38","51"
"","","","","","","",""
"473","6/21/2003","7","23","41","49","51","58"
"","","","","","","",""
"474","6/25/2003","3","12","32","34","40","50"
"","","","","","","",""
"475","6/28/2003","6","8","19","22","43","52"
"","","","","","","",""
"476","7/2/2003","17","20","38","43","55","58"
"","","","","","","",""
"477","7/5/2003","6","8","18","34","38","47"
"","","","","","","",""
"478","7/9/2003","3","8","21","25","30","31"
"","","","","","","",""
"479","7/12/2003","20","26","41","46","54","58"
"","","","","","","",""
"480","7/16/2003","14","33","36","38","41","49"
"","","","","","","",""
"481","7/19/2003","6","13","22","24","42","44"
"","","","","","","",""
"482","7/23/2003","12","13","33","53","54","56"
"","","","","","","",""
"483","7/26/2003","16","18","23","35","44","59"
"","","","","","","",""
"484","7/30/2003","17","18","19","38","49","53"
"","","","","","","",""
"485","8/2/2003","19","28","30","38","52","57"
"","","","","","","",""
"486","8/6/2003","8","14","19","30","42","50"
"","","","","","","",""
"487","8/9/2003","8","22","25","48","52","54"
"","","","","","","",""
"488","8/13/2003","15","30","35","39","43","57"
"","","","","","","",""
"489","8/16/2003","17","28","33","36","53","59"
"","","","","","","",""
"490","8/20/2003","5","11","23","29","54","58"
"","","","","","","",""
"491","8/23/2003","1","9","15","22","43","55"
"","","","","","","",""
"492","8/27/2003","2","6","15","18","56","57"
"","","","","","","",""
"493","8/30/2003","3","18","20","24","42","54"
"","","","","","","",""
"494","9/3/2003","18","20","28","32","49","53"
"","","","","","","",""
"495","9/6/2003","8","15","29","36","49","60"
"","","","","","","",""
"496","9/10/2003","10","19","20","29","41","59"
"","","","","","","",""
"497","9/13/2003","9","13","20","32","41","58"
"","","","","","","",""
"498","9/17/2003","2","6","28","49","50","57"
"","","","","","","",""
"499","9/20/2003","1","4","5","11","44","59"
"","","","","","","",""
"500","9/27/2003","21","29","35","36","38","54"
"","","","","","","",""
"501","10/1/2003","16","27","28","34","39","56"
"","","","","","","",""
"502","10/4/2003","7","13","21","24","33","50"
"","","","","","","",""
"503","10/8/2003","7","10","21","27","48","49"
"","","","","","","",""
"504","10/11/2003","8","11","19","30","39","50"
"","","","","","","",""
"505","10/15/2003","3","20","28","46","47","52"
"","","","","","","",""
"506","10/18/2003","4","15","31","34","37","38"
"","","","","","","",""
"507","10/22/2003","3","5","27","33","44","58"
"","","","","","","",""
"508","10/25/2003","5","10","15","45","46","56"
"","","","","","","",""
"509","10/29/2003","28","32","33","34","35","55"
"","","","","","","",""
"510","11/1/2003","1","4","30","41","45","58"
"","","","","","","",""
"511","11/5/2003","3","4","8","34","36","37"
"","","","","","","",""
"512","11/8/2003","4","8","31","40","53","58"
"","","","","","","",""
"513","11/12/2003","10","19","27","33","39","46"
"","","","","","","",""
"514","11/15/2003","15","36","40","42","51","52"
"","","","","","","",""
"515","11/19/2003","15","16","39","45","48","57"
"","","","","","","",""
"516","11/22/2003","5","13","24","33","34","35"
"","","","","","","",""
"517","11/26/2003","7","8","28","32","38","51"
"","","","","","","",""
"518","11/29/2003","5","8","10","15","18","44"
"","","","","","","",""
"519","12/3/2003","9","15","19","22","36","42"
"","","","","","","",""
"520","12/6/2003","9","12","17","32","34","35"
"","","","","","","",""
"521","12/10/2003","15","25","28","32","38","45"
"","","","","","","",""
"522","12/13/2003","6","14","15","25","49","52"
"","","","","","","",""
"523","12/17/2003","28","39","40","44","45","58"
"","","","","","","",""
"524","12/20/2003","19","29","34","41","47","48"
"","","","","","","",""
"525","12/27/2003","8","10","24","26","32","49"
"","","","","","","",""
"526","1/3/2004","3","21","31","36","55","59"
"","","","","","","",""
"527","1/7/2004","6","14","17","26","50","52"
"","","","","","","",""
"528","1/10/2004","8","12","28","31","34","37"
"","","","","","","",""
"529","1/14/2004","1","13","33","38","45","56"
"","","","","","","",""
"530","1/17/2004","1","6","21","25","32","49"
"","","","","","","",""
"531","1/21/2004","1","3","7","18","35","50"
"","","","","","","",""
"532","1/24/2004","4","9","12","13","52","53"
"","","","","","","",""
"533","1/28/2004","13","18","21","27","53","59"
"","","","","","","",""
"534","1/31/2004","3","8","23","31","48","57"
"","","","","","","",""
"535","2/4/2004","6","14","28","47","49","56"
"","","","","","","",""
"536","2/7/2004","14","15","22","23","25","37"
"","","","","","","",""
"537","2/11/2004","3","7","19","34","37","39"
"","","","","","","",""
"538","2/14/2004","3","25","43","45","52","56"
"","","","","","","",""
"539","2/18/2004","6","16","19","47","50","55"
"","","","","","","",""
"540","2/21/2004","4","22","28","30","44","49"
"","","","","","","",""
"541","2/28/2004","13","27","49","52","57","58"
"","","","","","","",""
"542","3/3/2004","4","6","19","28","35","49"
"","","","","","","",""
"543","3/6/2004","35","37","42","46","49","54"
"","","","","","","",""
"544","3/10/2004","11","17","33","34","47","56"
"","","","","","","",""
"545","3/13/2004","17","29","35","40","43","57"
"","","","","","","",""
"546","3/17/2004","4","5","13","17","46","54"
"","","","","","","",""
"547","3/20/2004","4","13","28","30","53","59"
"","","","","","","",""
"548","3/24/2004","14","47","49","51","58","59"
"","","","","","","",""
"549","3/27/2004","8","13","22","46","51","58"
"","","","","","","",""
"550","3/31/2004","16","17","38","39","45","56"
"","","","","","","",""
"551","4/3/2004","12","21","46","48","56","57"
"","","","","","","",""
"552","4/7/2004","9","22","47","49","52","54"
"","","","","","","",""
"553","4/10/2004","4","43","46","53","54","58"
"","","","","","","",""
"554","4/14/2004","15","29","31","42","47","60"
"","","","","","","",""
"555","4/17/2004","5","23","31","33","45","49"
"","","","","","","",""
"556","4/21/2004","8","10","17","30","33","45"
"","","","","","","",""
"557","4/24/2004","8","12","18","23","38","49"
"","","","","","","",""
"558","4/28/2004","7","14","31","57","58","59"
"","","","","","","",""
"559","5/1/2004","6","13","17","25","36","53"
"","","","","","","",""
"560","5/5/2004","2","11","18","30","32","58"
"","","","","","","",""
"561","5/8/2004","1","20","36","39","49","55"
"","","","","","","",""
"562","5/12/2004","16","23","35","37","55","57"
"","","","","","","",""
"563","5/15/2004","5","8","23","34","44","51"
"","","","","","","",""
"564","5/19/2004","10","13","20","32","38","49"
"","","","","","","",""
"565","5/22/2004","7","31","34","35","37","45"
"","","","","","","",""
"566","5/26/2004","6","13","17","18","20","37"
"","","","","","","",""
"567","5/29/2004","11","31","38","41","57","58"
"","","","","","","",""
"568","6/2/2004","13","17","22","25","29","41"
"","","","","","","",""
"569","6/5/2004","3","9","14","15","32","57"
"","","","","","","",""
"570","6/9/2004","15","32","33","35","36","51"
"","","","","","","",""
"571","6/12/2004","12","13","14","31","50","51"
"","","","","","","",""
"572","6/16/2004","3","9","16","20","33","60"
"","","","","","","",""
"573","6/19/2004","6","17","22","29","40","59"
"","","","","","","",""
"574","6/23/2004","2","10","17","23","32","44"
"","","","","","","",""
"575","6/26/2004","5","18","21","29","35","48"
"","","","","","","",""
"576","6/30/2004","7","8","18","39","43","52"
"","","","","","","",""
"577","7/3/2004","8","23","24","28","31","47"
"","","","","","","",""
"578","7/7/2004","3","18","23","48","56","58"
"","","","","","","",""
"579","7/10/2004","4","9","15","17","34","39"
"","","","","","","",""
"580","7/14/2004","15","16","18","28","38","47"
"","","","","","","",""
"581","7/17/2004","14","17","25","30","39","52"
"","","","","","","",""
"582","7/21/2004","13","29","40","45","51","59"
"","","","","","","",""
"583","7/24/2004","6","7","20","41","43","55"
"","","","","","","",""
"584","7/28/2004","7","8","23","30","32","53"
"","","","","","","",""
"585","7/31/2004","12","24","33","36","39","57"
"","","","","","","",""
"586","8/4/2004","11","13","38","39","45","54"
"","","","","","","",""
"587","8/7/2004","2","18","29","30","36","60"
"","","","","","","",""
"588","8/11/2004","11","13","45","46","53","55"
"","","","","","","",""
"589","8/14/2004","6","7","8","13","33","59"
"","","","","","","",""
"590","8/18/2004","4","5","18","25","28","51"
"","","","","","","",""
"591","8/21/2004","1","3","18","34","50","58"
"","","","","","","",""
"592","8/25/2004","13","14","42","47","55","59"
"","","","","","","",""
"593","8/28/2004","1","25","27","29","49","59"
"","","","","","","",""
"594","9/1/2004","10","13","29","47","53","55"
"","","","","","","",""
"595","9/4/2004","1","2","25","43","50","54"
"","","","","","","",""
"596","9/8/2004","11","14","28","43","54","60"
"","","","","","","",""
"597","9/11/2004","22","27","29","40","42","56"
"","","","","","","",""
"598","9/15/2004","5","16","34","38","50","53"
"","","","","","","",""
"599","9/18/2004","4","6","9","23","45","51"
"","","","","","","",""
"600","9/22/2004","16","18","31","34","39","54"
"","","","","","","",""
"601","9/25/2004","10","19","22","29","30","37"
"","","","","","","",""
"602","9/29/2004","7","13","38","46","55","60"
"","","","","","","",""
"603","10/2/2004","4","8","11","12","29","44"
"","","","","","","",""
"604","10/6/2004","15","25","41","46","49","51"
"","","","","","","",""
"605","10/9/2004","4","24","44","49","52","53"
"","","","","","","",""
"606","10/13/2004","6","23","32","35","41","55"
"","","","","","","",""
"607","10/16/2004","6","11","19","27","41","59"
"","","","","","","",""
"608","10/20/2004","6","13","19","24","30","37"
"","","","","","","",""
"609","10/23/2004","2","6","15","58","59","60"
"","","","","","","",""
"610","10/27/2004","25","30","43","45","47","49"
"","","","","","","",""
"611","10/30/2004","16","21","22","33","48","49"
"","","","","","","",""
"612","11/3/2004","15","18","33","50","53","55"
"","","","","","","",""
"613","11/6/2004","6","13","19","44","54","55"
"","","","","","","",""
"614","11/10/2004","12","16","31","48","57","60"
"","","","","","","",""
"615","11/13/2004","5","8","10","27","31","51"
"","","","","","","",""
"616","11/17/2004","2","12","16","24","26","54"
"","","","","","","",""
"617","11/20/2004","3","5","25","33","36","49"
"","","","","","","",""
"618","11/24/2004","3","8","10","13","24","60"
"","","","","","","",""
"619","11/27/2004","8","12","14","16","19","46"
"","","","","","","",""
"620","12/1/2004","1","3","13","22","29","32"
"","","","","","","",""
"621","12/4/2004","26","29","31","49","50","57"
"","","","","","","",""
"622","12/8/2004","19","27","29","38","50","59"
"","","","","","","",""
"623","12/11/2004","9","23","30","42","49","55"
"","","","","","","",""
"624","12/15/2004","8","23","34","39","43","52"
"","","","","","","",""
"625","12/18/2004","12","24","32","40","42","59"
"","","","","","","",""
"626","12/22/2004","7","8","18","22","39","49"
"","","","","","","",""
"627","12/29/2004","1","13","19","45","56","58"
"","","","","","","",""
"628","1/5/2005","8","16","22","30","56","58"
"","","","","","","",""
"629","1/8/2005","15","16","39","40","47","51"
"","","","","","","",""
"630","1/12/2005","12","16","20","45","53","60"
"","","","","","","",""
"631","1/15/2005","1","20","28","32","44","47"
"","","","","","","",""
"632","1/19/2005","2","19","28","48","51","54"
"","","","","","","",""
"633","1/22/2005","5","11","22","27","46","50"
"","","","","","","",""
"634","1/26/2005","10","13","24","41","42","56"
"","","","","","","",""
"635","1/29/2005","8","20","26","37","42","49"
"","","","","","","",""
"636","2/2/2005","26","28","30","32","34","50"
"","","","","","","",""
"637","2/5/2005","11","18","43","48","52","58"
"","","","","","","",""
"638","2/12/2005","10","11","36","41","42","50"
"","","","","","","",""
"639","2/16/2005","13","35","39","45","51","60"
"","","","","","","",""
"640","2/19/2005","12","19","42","46","59","60"
"","","","","","","",""
"641","2/23/2005","1","9","13","17","33","34"
"","","","","","","",""
"642","2/26/2005","17","36","40","44","51","56"
"","","","","","","",""
"643","3/2/2005","14","24","37","40","42","45"
"","","","","","","",""
"644","3/5/2005","14","27","29","31","34","57"
"","","","","","","",""
"645","3/9/2005","3","24","48","52","53","54"
"","","","","","","",""
"646","3/12/2005","10","13","32","47","49","60"
"","","","","","","",""
"647","3/16/2005","11","12","14","19","54","56"
"","","","","","","",""
"648","3/19/2005","5","23","29","42","45","48"
"","","","","","","",""
"649","3/23/2005","9","24","33","41","48","54"
"","","","","","","",""
"650","3/26/2005","10","24","25","29","53","59"
"","","","","","","",""
"651","3/30/2005","26","28","39","45","48","60"
"","","","","","","",""
"652","4/2/2005","10","18","20","24","56","57"
"","","","","","","",""
"653","4/6/2005","5","9","19","24","31","34"
"","","","","","","",""
"654","4/9/2005","6","10","11","40","41","56"
"","","","","","","",""
"655","4/13/2005","1","26","37","39","43","48"
"","","","","","","",""
"656","4/16/2005","35","36","37","46","51","59"
"","","","","","","",""
"657","4/20/2005","16","20","33","58","59","60"
"","","","","","","",""
"658","4/23/2005","3","6","11","20","36","41"
"","","","","","","",""
"659","4/27/2005","14","29","34","40","51","52"
"","","","","","","",""
"660","4/30/2005","5","11","38","46","53","54"
"","","","","","","",""
"661","5/4/2005","4","27","36","40","42","55"
"","","","","","","",""
"662","5/7/2005","4","18","23","25","56","60"
"","","","","","","",""
"663","5/11/2005","1","27","30","49","51","55"
"","","","","","","",""
"664","5/14/2005","1","12","36","38","55","59"
"","","","","","","",""
"665","5/18/2005","7","8","18","25","47","48"
"","","","","","","",""
"666","5/21/2005","7","16","26","29","45","55"
"","","","","","","",""
"667","5/25/2005","1","4","5","16","23","49"
"","","","","","","",""
"668","5/28/2005","1","2","14","33","49","56"
"","","","","","","",""
"669","6/1/2005","7","24","27","40","41","49"
"","","","","","","",""
"670","6/4/2005","22","37","42","48","58","59"
"","","","","","","",""
"671","6/8/2005","9","16","27","38","39","51"
"","","","","","","",""
"672","6/11/2005","24","28","34","38","43","53"
"","","","","","","",""
"673","6/15/2005","6","11","20","34","37","40"
"","","","","","","",""
"674","6/18/2005","18","22","29","32","38","42"
"","","","","","","",""
"675","6/22/2005","24","25","30","42","43","50"
"","","","","","","",""
"676","6/25/2005","9","15","32","41","42","49"
"","","","","","","",""
"677","6/29/2005","8","10","25","32","48","55"
"","","","","","","",""
"678","7/2/2005","14","31","40","42","44","46"
"","","","","","","",""
"679","7/6/2005","3","21","25","37","54","58"
"","","","","","","",""
"680","7/9/2005","2","3","5","22","26","44"
"","","","","","","",""
"681","7/13/2005","21","25","38","53","58","59"
"","","","","","","",""
"682","7/16/2005","4","27","36","37","47","60"
"","","","","","","",""
"683","7/20/2005","2","11","12","35","40","43"
"","","","","","","",""
"684","7/23/2005","17","19","33","37","40","50"
"","","","","","","",""
"685","7/27/2005","5","12","27","33","43","56"
"","","","","","","",""
"686","7/30/2005","4","5","15","26","33","54"
"","","","","","","",""
"687","8/3/2005","1","7","14","41","48","59"
"","","","","","","",""
"688","8/6/2005","11","21","30","35","47","52"
"","","","","","","",""
"689","8/10/2005","6","7","31","49","51","60"
"","","","","","","",""
"690","8/13/2005","8","12","15","41","47","53"
"","","","","","","",""
"691","8/17/2005","8","16","37","50","55","58"
"","","","","","","",""
"692","8/20/2005","11","18","33","57","58","60"
"","","","","","","",""
"693","8/24/2005","13","14","17","31","41","50"
"","","","","","","",""
"694","8/27/2005","15","19","29","37","41","53"
"","","","","","","",""
"695","8/31/2005","6","11","13","21","40","52"
"","","","","","","",""
"696","9/3/2005","9","16","34","37","53","57"
"","","","","","","",""
"697","9/10/2005","28","31","32","35","51","53"
"","","","","","","",""
"698","9/14/2005","8","12","22","27","43","55"
"","","","","","","",""
"699","9/19/2005","17","23","48","50","53","54"
"","","","","","","",""
"700","9/21/2005","2","3","14","24","31","40"
"","","","","","","",""
"701","9/24/2005","1","13","23","31","48","60"
"","","","","","","",""
"702","9/28/2005","1","18","45","56","57","58"
"","","","","","","",""
"703","10/1/2005","2","11","24","27","30","45"
"","","","","","","",""
"704","10/5/2005","2","4","18","27","34","50"
"","","","","","","",""
"705","10/8/2005","3","11","13","15","26","43"
"","","","","","","",""
"706","10/15/2005","2","7","10","17","22","60"
"","","","","","","",""
"707","10/19/2005","1","8","10","36","43","51"
"","","","","","","",""
"708","10/22/2005","7","9","13","39","45","47"
"","","","","","","",""
"709","10/26/2005","4","6","9","22","29","44"
"","","","","","","",""
"710","10/29/2005","5","25","34","39","46","49"
"","","","","","","",""
"711","11/5/2005","5","10","33","40","41","59"
"","","","","","","",""
"712","11/9/2005","7","8","35","43","53","58"
"","","","","","","",""
"713","11/12/2005","1","12","16","26","46","54"
"","","","","","","",""
"714","11/16/2005","7","8","17","35","39","53"
"","","","","","","",""
"715","11/19/2005","4","12","24","33","36","54"
"","","","","","","",""
"716","11/23/2005","2","7","16","29","32","50"
"","","","","","","",""
"717","11/26/2005","6","17","23","28","35","41"
"","","","","","","",""
"718","11/30/2005","7","21","33","35","39","58"
"","","","","","","",""
"719","12/3/2005","3","32","37","39","47","53"
"","","","","","","",""
"720","12/7/2005","12","31","44","51","54","56"
"","","","","","","",""
"721","12/10/2005","3","14","23","25","36","55"
"","","","","","","",""
"722","12/14/2005","9","18","36","44","57","60"
"","","","","","","",""
"723","12/17/2005","1","6","16","36","50","52"
"","","","","","","",""
"724","12/21/2005","17","27","34","48","51","55"
"","","","","","","",""
"725","12/31/2005","3","9","35","37","41","49"
"","","","","","","",""
"726","1/4/2006","1","5","7","37","40","47"
"","","","","","","",""
"727","1/7/2006","4","12","14","30","42","59"
"","","","","","","",""
"728","1/11/2006","8","13","24","32","42","44"
"","","","","","","",""
"729","1/14/2006","5","18","33","43","56","57"
"","","","","","","",""
"730","1/18/2006","2","15","16","45","50","54"
"","","","","","","",""
"731","1/21/2006","6","15","16","23","28","35"
"","","","","","","",""
"732","1/25/2006","6","17","19","49","50","53"
"","","","","","","",""
"733","1/28/2006","2","12","26","31","43","46"
"","","","","","","",""
"734","2/1/2006","27","29","43","44","45","54"
"","","","","","","",""
"735","2/4/2006","9","15","38","40","42","52"
"","","","","","","",""
"736","2/8/2006","1","21","38","41","49","56"
"","","","","","","",""
"737","2/11/2006","11","12","24","32","33","38"
"","","","","","","",""
"738","2/15/2006","14","15","26","30","42","54"
"","","","","","","",""
"739","2/18/2006","6","10","35","45","49","56"
"","","","","","","",""
"740","2/22/2006","12","16","28","29","47","50"
"","","","","","","",""
"741","2/25/2006","24","26","27","36","39","59"
"","","","","","","",""
"742","3/1/2006","2","7","17","34","41","50"
"","","","","","","",""
"743","3/4/2006","20","23","25","32","54","60"
"","","","","","","",""
"744","3/8/2006","4","12","23","26","39","46"
"","","","","","","",""
"745","3/11/2006","2","16","21","37","43","57"
"","","","","","","",""
"746","3/15/2006","1","10","12","25","49","57"
"","","","","","","",""
"747","3/18/2006","2","3","12","21","23","56"
"","","","","","","",""
"748","3/22/2006","1","2","7","19","35","51"
"","","","","","","",""
"749","3/25/2006","4","24","47","48","50","57"
"","","","","","","",""
"750","3/29/2006","10","17","33","42","54","58"
"","","","","","","",""
"751","4/1/2006","4","7","20","25","38","50"
"","","","","","","",""
"752","4/5/2006","4","23","24","25","29","42"
"","","","","","","",""
"753","4/8/2006","2","7","22","35","43","59"
"","","","","","","",""
"754","4/12/2006","3","4","13","34","42","50"
"","","","","","","",""
"755","4/15/2006","4","12","30","47","49","59"
"","","","","","","",""
"756","4/19/2006","5","27","37","38","41","50"
"","","","","","","",""
"757","4/22/2006","12","17","18","30","32","58"
"","","","","","","",""
"758","4/26/2006","1","23","36","43","47","59"
"","","","","","","",""
"759","4/29/2006","30","31","39","45","48","59"
"","","","","","","",""
"760","5/3/2006","12","17","44","45","46","60"
"","","","","","","",""
"761","5/6/2006","13","17","27","29","40","56"
"","","","","","","",""
"762","5/10/2006","9","12","21","37","39","54"
"","","","","","","",""
"763","5/13/2006","1","9","26","40","47","48"
"","","","","","","",""
"764","5/18/2006","3","7","45","47","53","55"
"","","","","","","",""
"765","5/21/2006","3","10","16","30","37","50"
"","","","","","","",""
"766","5/24/2006","1","19","24","42","50","58"
"","","","","","","",""
"767","5/27/2006","15","22","32","38","50","54"
"","","","","","","",""
"768","5/31/2006","4","8","30","33","37","59"
"","","","","","","",""
"769","6/3/2006","12","16","20","21","29","50"
"","","","","","","",""
"770","6/7/2006","4","12","25","34","35","48"
"","","","","","","",""
"771","6/10/2006","14","21","29","34","46","47"
"","","","","","","",""
"772","6/14/2006","10","35","38","51","52","60"
"","","","","","","",""
"773","6/17/2006","3","5","14","29","34","51"
"","","","","","","",""
"774","6/21/2006","5","10","37","46","54","58"
"","","","","","","",""
"775","6/24/2006","12","27","42","46","47","50"
"","","","","","","",""
"776","6/28/2006","3","15","35","41","57","60"
"","","","","","","",""
"777","7/1/2006","2","14","23","28","50","56"
"","","","","","","",""
"778","7/5/2006","20","31","36","37","45","51"
"","","","","","","",""
"779","7/8/2006","25","26","29","36","52","54"
"","","","","","","",""
"780","7/12/2006","7","10","28","50","51","59"
"","","","","","","",""
"781","7/15/2006","8","10","13","39","54","56"
"","","","","","","",""
"782","7/19/2006","2","11","23","35","42","59"
"","","","","","","",""
"783","7/22/2006","4","8","21","32","43","48"
"","","","","","","",""
"784","7/26/2006","8","27","37","42","53","56"
"","","","","","","",""
"785","7/29/2006","5","8","17","35","37","48"
"","","","","","","",""
"786","8/2/2006","10","11","26","27","31","41"
"","","","","","","",""
"787","8/5/2006","20","31","34","37","54","60"
"","","","","","","",""
"788","8/9/2006","17","19","29","31","44","57"
"","","","","","","",""
"789","8/12/2006","6","31","38","39","50","60"
"","","","","","","",""
"790","8/16/2006","2","6","19","22","28","43"
"","","","","","","",""
"791","8/19/2006","9","14","19","35","42","58"
"","","","","","","",""
"792","8/23/2006","9","29","34","43","45","56"
"","","","","","","",""
"793","8/26/2006","3","15","16","33","51","57"
"","","","","","","",""
"794","8/30/2006","3","38","42","47","55","56"
"","","","","","","",""
"795","9/2/2006","14","21","26","29","36","48"
"","","","","","","",""
"796","9/6/2006","5","19","24","34","39","43"
"","","","","","","",""
"797","9/9/2006","6","12","47","48","52","58"
"","","","","","","",""
"798","9/13/2006","3","4","9","29","32","52"
"","","","","","","",""
"799","9/16/2006","19","29","35","42","55","57"
"","","","","","","",""
"800","9/20/2006","1","7","11","37","38","56"
"","","","","","","",""
"801","9/23/2006","11","19","20","22","42","48"
"","","","","","","",""
"802","9/27/2006","6","14","18","24","48","60"
"","","","","","","",""
"803","9/30/2006","3","5","10","21","28","57"
"","","","","","","",""
"804","10/4/2006","3","13","37","47","56","59"
"","","","","","","",""
"805","10/7/2006","2","30","36","43","48","60"
"","","","","","","",""
"806","10/12/2006","18","26","35","41","47","60"
"","","","","","","",""
"807","10/14/2006","2","8","27","32","49","56"
"","","","","","","",""
"808","10/18/2006","2","15","21","31","46","57"
"","","","","","","",""
"809","10/21/2006","5","11","15","23","25","30"
"","","","","","","",""
"810","10/25/2006","1","4","5","33","37","48"
"","","","","","","",""
"811","10/28/2006","10","28","32","41","47","57"
"","","","","","","",""
"812","11/1/2006","11","13","38","39","54","57"
"","","","","","","",""
"813","11/4/2006","9","15","23","45","46","56"
"","","","","","","",""
"814","11/8/2006","2","8","11","41","46","50"
"","","","","","","",""
"815","11/11/2006","9","19","37","39","50","57"
"","","","","","","",""
"816","11/16/2006","20","21","30","40","47","52"
"","","","","","","",""
"817","11/18/2006","10","29","30","34","43","52"
"","","","","","","",""
"818","11/22/2006","8","9","22","25","41","44"
"","","","","","","",""
"819","11/25/2006","5","19","25","46","51","58"
"","","","","","","",""
"820","11/29/2006","10","17","21","32","45","46"
"","","","","","","",""
"821","12/2/2006","4","29","33","36","38","42"
"","","","","","","",""
"822","12/6/2006","4","10","17","27","41","52"
"","","","","","","",""
"823","12/9/2006","1","15","26","51","54","59"
"","","","","","","",""
"824","12/13/2006","6","7","9","20","33","48"
"","","","","","","",""
"825","12/16/2006","10","21","28","40","41","47"
"","","","","","","",""
"826","12/19/2006","6","7","8","27","45","53"
"","","","","","","",""
"827","12/21/2006","18","24","30","42","51","56"
"","","","","","","",""
"828","12/23/2006","23","28","38","42","50","53"
"","","","","","","",""
"829","12/31/2006","10","14","32","47","50","56"
"","","","","","","",""
"830","1/3/2007","2","13","41","49","51","53"
"","","","","","","",""
"831","1/6/2007","3","32","33","42","48","50"
"","","","","","","",""
"832","1/10/2007","15","17","23","33","39","49"
"","","","","","","",""
"833","1/13/2007","13","16","46","53","57","58"
"","","","","","","",""
"834","1/17/2007","10","16","17","34","44","51"
"","","","","","","",""
"835","1/20/2007","18","31","33","49","57","58"
"","","","","","","",""
"836","1/24/2007","17","22","28","38","52","59"
"","","","","","","",""
"837","1/27/2007","5","6","16","24","34","60"
"","","","","","","",""
