"Id","Data do Sorteio","Coluna 1","Coluna 2","Coluna 3","Coluna 4","Coluna 5","Coluna 6"
"838","1/31/2007","9","23","30","38","44","47"
"","","","","","","",""
"839","2/3/2007","7","8","11","18","37","43"
"","","","","","","",""
"840","2/7/2007","17","29","31","35","43","59"
"","","","","","","",""
"841","2/10/2007","7","22","32","36","38","51"
"","","","","","","",""
"842","2/14/2007","7","9","30","44","51","60"
"","","","","","","",""
"843","2/17/2007","1","16","34","36","45","48"
"","","","","","","",""
"844","2/24/2007","16","24","34","44","54","57"
"","","","","","","",""
"845","2/28/2007","14","19","20","40","48","52"
"","","","","","","",""
"846","3/3/2007","2","3","44","47","50","54"
"","","","","","","",""
"847","3/7/2007","14","15","27","42","44","48"
"","","","","","","",""
"848","3/10/2007","17","27","32","34","47","56"
"","","","","","","",""
"849","3/14/2007","8","9","39","44","49","58"
"","","","","","","",""
"850","3/17/2007","7","22","25","44","59","60"
"","","","","","","",""
"851","3/21/2007","3","16","19","32","35","58"
"","","","","","","",""
"852","3/24/2007","6","14","23","34","38","44"
"","","","","","","",""
"853","3/28/2007","30","38","46","51","56","59"
"","","","","","","",""
"854","3/31/2007","3","17","24","25","27","44"
"","","","","","","",""
"855","4/4/2007","3","24","31","42","43","53"
"","","","","","","",""
"856","4/7/2007","11","15","40","41","42","47"
"","","","","","","",""
"857","4/11/2007","2","3","17","49","50","59"
"","","","","","","",""
"858","4/14/2007","4","18","23","31","37","54"
"","","","","","","",""
"859","4/18/2007","9","12","34","46","47","57"
"","","","","","","",""
"860","4/23/2007","2","8","17","22","42","44"
"","","","","","","",""
"861","4/25/2007","39","40","42","47","59","60"
"","","","","","","",""
"862","4/28/2007","2","8","11","12","19","35"
"","","","","","","",""
"863","5/2/2007","15","24","32","50","53","57"
"","","","","","","",""
"864","5/5/2007","8","11","31","33","42","57"
"","","","","","","",""
"865","5/9/2007","23","26","27","41","51","53"
"","","","","","","",""
"866","5/12/2007","5","27","36","40","46","48"
"","","","","","","",""
"867","5/16/2007","10","19","26","28","44","54"
"","","","","","","",""
"868","5/19/2007","21","22","25","40","51","57"
"","","","","","","",""
"869","5/23/2007","27","29","42","49","50","51"
"","","","","","","",""
"870","5/26/2007","8","21","34","40","43","52"
"","","","","","","",""
"871","5/30/2007","1","5","10","17","47","58"
"","","","","","","",""
"872","6/2/2007","5","18","31","43","55","58"
"","","","","","","",""
"873","6/6/2007","4","19","30","34","57","59"
"","","","","","","",""
"874","6/9/2007","10","20","42","44","52","59"
"","","","","","","",""
"875","6/13/2007","18","20","24","36","53","58"
"","","","","","","",""
"876","6/16/2007","4","8","12","41","45","60"
"","","","","","","",""
"877","6/20/2007","13","15","20","28","31","36"
"","","","","","","",""
"878","6/23/2007","11","12","37","38","43","54"
"","","","","","","",""
"879","6/27/2007","10","28","29","35","42","46"
"","","","","","","",""
"880","6/30/2007","25","30","37","46","49","51"
"","","","","","","",""
"881","7/4/2007","4","18","24","43","51","56"
"","","","","","","",""
"882","7/7/2007","17","41","42","44","45","60"
"","","","","","","",""
"883","7/11/2007","21","32","37","52","53","60"
"","","","","","","",""
"884","7/14/2007","2","11","12","14","22","39"
"","","","","","","",""
"885","7/18/2007","4","13","31","33","47","51"
"","","","","","","",""
"886","7/21/2007","17","33","37","50","55","59"
"","","","","","","",""
"887","7/25/2007","1","12","21","32","34","44"
"","","","","","","",""
"888","7/28/2007","24","40","50","52","54","60"
"","","","","","","",""
"889","8/1/2007","20","24","34","39","54","60"
"","","","","","","",""
"890","8/4/2007","7","9","17","21","22","54"
"","","","","","","",""
"891","8/8/2007","15","16","19","22","34","35"
"","","","","","","",""
"892","8/11/2007","1","19","42","44","49","52"
"","","","","","","",""
"893","8/15/2007","3","18","26","51","53","56"
"","","","","","","",""
"894","8/18/2007","20","24","28","37","41","44"
"","","","","","","",""
"895","8/22/2007","2","41","43","55","57","58"
"","","","","","","",""
"896","8/25/2007","5","11","22","31","35","41"
"","","","","","","",""
"897","8/29/2007","7","21","22","43","46","57"
"","","","","","","",""
"898","9/1/2007","3","4","8","30","45","54"
"","","","","","","",""
"899","9/5/2007","18","20","36","53","54","58"
"","","","","","","",""
"900","9/8/2007","4","18","21","34","38","59"
"","","","","","","",""
"901","9/12/2007","13","16","32","33","34","56"
"","","","","","","",""
"902","9/15/2007","18","23","50","52","55","58"
"","","","","","","",""
"903","9/19/2007","5","17","20","32","41","55"
"","","","","","","",""
"904","9/22/2007","32","44","48","51","53","59"
"","","","","","","",""
"905","9/26/2007","2","4","15","16","55","57"
"","","","","","","",""
"906","9/29/2007","7","14","24","29","35","39"
"","","","","","","",""
"907","10/3/2007","9","36","37","41","51","53"
"","","","","","","",""
"908","10/6/2007","1","9","19","25","50","52"
"","","","","","","",""
"909","10/10/2007","17","22","26","28","38","42"
"","","","","","","",""
"910","10/13/2007","3","15","27","29","36","53"
"","","","","","","",""
"911","10/17/2007","1","6","28","29","46","49"
"","","","","","","",""
"912","10/20/2007","4","19","21","26","29","54"
"","","","","","","",""
"913","10/24/2007","14","30","36","38","46","59"
"","","","","","","",""
"914","10/27/2007","9","12","23","33","45","51"
"","","","","","","",""
"915","10/31/2007","17","20","26","28","48","49"
"","","","","","","",""
"916","11/3/2007","5","28","33","36","37","38"
"","","","","","","",""
"917","11/7/2007","23","25","30","46","47","59"
"","","","","","","",""
"918","11/10/2007","4","8","12","38","44","52"
"","","","","","","",""
"919","11/14/2007","3","25","31","41","43","60"
"","","","","","","",""
"920","11/17/2007","5","17","24","52","55","57"
"","","","","","","",""
"921","11/21/2007","1","9","35","41","48","57"
"","","","","","","",""
"922","11/24/2007","12","13","19","41","45","49"
"","","","","","","",""
"923","11/28/2007","2","15","39","50","53","57"
"","","","","","","",""
"924","12/1/2007","2","20","21","27","51","60"
"","","","","","","",""
"925","12/5/2007","8","22","36","37","46","52"
"","","","","","","",""
"926","12/8/2007","21","33","34","40","41","59"
"","","","","","","",""
"927","12/12/2007","19","23","26","31","33","36"
"","","","","","","",""
"928","12/15/2007","4","10","32","33","49","60"
"","","","","","","",""
"929","12/19/2007","16","27","35","39","49","57"
"","","","","","","",""
"930","12/22/2007","20","28","37","46","49","55"
"","","","","","","",""
"931","12/31/2007","7","17","19","34","36","39"
"","","","","","","",""
"932","1/5/2008","2","17","21","36","42","53"
"","","","","","","",""
"933","1/9/2008","8","14","25","39","45","51"
"","","","","","","",""
"934","1/12/2008","1","3","21","25","44","48"
"","","","","","","",""
"935","1/16/2008","7","13","18","29","31","45"
"","","","","","","",""
"936","1/19/2008","5","14","22","29","33","44"
"","","","","","","",""
"937","1/23/2008","2","21","22","30","41","52"
"","","","","","","",""
"938","1/26/2008","15","27","35","50","57","59"
"","","","","","","",""
"939","1/30/2008","6","19","23","37","49","50"
"","","","","","","",""
"940","2/2/2008","5","25","31","33","37","51"
"","","","","","","",""
"941","2/6/2008","10","11","15","27","53","60"
"","","","","","","",""
"942","2/9/2008","5","8","18","42","52","59"
"","","","","","","",""
"943","2/13/2008","3","12","23","41","47","58"
"","","","","","","",""
"944","2/16/2008","16","37","43","52","58","59"
"","","","","","","",""
"945","2/20/2008","4","8","27","44","54","59"
"","","","","","","",""
"946","2/23/2008","1","5","12","47","52","59"
"","","","","","","",""
"947","2/27/2008","3","5","11","14","33","58"
"","","","","","","",""
"948","3/1/2008","22","41","44","46","52","54"
"","","","","","","",""
"949","3/5/2008","1","23","41","44","51","52"
"","","","","","","",""
"950","3/8/2008","23","41","42","48","49","59"
"","","","","","","",""
"951","3/12/2008","14","24","34","39","49","55"
"","","","","","","",""
"952","3/15/2008","2","11","18","27","30","54"
"","","","","","","",""
"953","3/19/2008","1","16","39","42","48","55"
"","","","","","","",""
"954","3/22/2008","5","8","18","24","33","57"
"","","","","","","",""
"955","3/26/2008","5","12","21","32","33","35"
"","","","","","","",""
"956","3/29/2008","46","47","51","54","57","59"
"","","","","","","",""
"957","4/2/2008","24","25","32","34","50","57"
"","","","","","","",""
"958","4/5/2008","7","13","22","33","48","51"
"","","","","","","",""
"959","4/9/2008","3","5","11","33","39","57"
"","","","","","","",""
"960","4/12/2008","6","18","19","33","34","53"
"","","","","","","",""
"961","4/16/2008","2","4","16","21","36","53"
"","","","","","","",""
"962","4/19/2008","2","11","40","48","49","55"
"","","","","","","",""
"963","4/23/2008","15","17","37","48","50","59"
"","","","","","","",""
"964","4/26/2008","8","13","20","26","33","42"
"","","","","","","",""
"965","4/30/2008","5","30","36","39","57","58"
"","","","","","","",""
"966","5/3/2008","1","4","26","28","41","58"
"","","","","","","",""
"967","5/7/2008","5","13","14","18","30","57"
"","","","","","","",""
"968","5/10/2008","1","4","13","30","51","60"
"","","","","","","",""
"969","5/14/2008","13","25","35","41","50","56"
"","","","","","","",""
"970","5/17/2008","5","21","28","34","54","57"
"","","","","","","",""
"971","5/21/2008","4","11","14","33","44","45"
"","","","","","","",""
"972","5/24/2008","15","18","31","33","34","56"
"","","","","","","",""
"973","5/28/2008","1","8","30","36","47","53"
"","","","","","","",""
"974","5/31/2008","12","16","20","31","38","45"
"","","","","","","",""
"975","6/4/2008","9","30","33","37","40","41"
"","","","","","","",""
"976","6/7/2008","14","23","25","28","38","53"
"","","","","","","",""
"977","6/11/2008","3","5","7","9","17","32"
"","","","","","","",""
"978","6/14/2008","12","16","18","27","42","58"
"","","","","","","",""
"979","6/18/2008","3","15","28","31","39","51"
"","","","","","","",""
"980","6/21/2008","15","17","29","35","36","59"
"","","","","","","",""
"981","6/25/2008","1","8","34","41","53","58"
"","","","","","","",""
"982","6/28/2008","8","12","24","40","43","49"
"","","","","","","",""
"983","7/2/2008","16","22","32","38","40","45"
"","","","","","","",""
"984","7/5/2008","4","10","20","43","46","47"
"","","","","","","",""
"985","7/9/2008","4","16","18","46","56","59"
"","","","","","","",""
"986","7/12/2008","6","15","19","24","31","32"
"","","","","","","",""
"987","7/16/2008","13","27","31","34","47","58"
"","","","","","","",""
"988","7/19/2008","8","17","46","48","56","60"
"","","","","","","",""
"989","7/23/2008","2","21","27","29","32","38"
"","","","","","","",""
"990","7/26/2008","2","10","15","18","29","39"
"","","","","","","",""
"991","7/30/2008","8","9","15","38","41","60"
"","","","","","","",""
"992","8/2/2008","1","4","6","8","25","28"
"","","","","","","",""
"993","8/6/2008","5","24","25","26","42","60"
"","","","","","","",""
"994","8/9/2008","3","20","29","40","44","58"
"","","","","","","",""
"995","8/13/2008","4","16","31","36","54","55"
"","","","","","","",""
"996","8/16/2008","7","15","20","21","23","29"
"","","","","","","",""
"997","8/20/2008","9","17","18","32","53","55"
"","","","","","","",""
"998","8/23/2008","3","4","21","22","28","32"
"","","","","","","",""
"999","8/27/2008","18","24","36","44","55","58"
"","","","","","","",""
"1000","8/30/2008","29","38","39","49","53","58"
"","","","","","","",""
"1001","9/3/2008","12","15","27","37","51","60"
"","","","","","","",""
"1002","9/6/2008","3","7","25","31","40","58"
"","","","","","","",""
"1003","9/10/2008","5","10","16","23","26","27"
"","","","","","","",""
"1004","9/13/2008","29","40","43","44","45","47"
"","","","","","","",""
"1005","9/17/2008","4","6","12","37","41","42"
"","","","","","","",""
"1006","9/20/2008","2","4","17","33","48","55"
"","","","","","","",""
"1007","9/24/2008","4","27","36","37","49","52"
"","","","","","","",""
"1008","9/27/2008","7","13","15","34","42","48"
"","","","","","","",""
"1009","10/1/2008","1","6","12","29","34","58"
"","","","","","","",""
"1010","10/4/2008","2","3","13","37","46","54"
"","","","","","","",""
"1011","10/8/2008","2","11","21","30","35","52"
"","","","","","","",""
"1012","10/11/2008","14","19","40","47","55","58"
"","","","","","","",""
"1013","10/15/2008","7","9","12","19","20","41"
"","","","","","","",""
"1014","10/18/2008","8","9","25","41","57","60"
"","","","","","","",""
"1015","10/22/2008","3","8","17","26","28","49"
"","","","","","","",""
"1016","10/25/2008","5","9","11","20","25","60"
"","","","","","","",""
"1017","10/29/2008","6","19","31","34","51","56"
"","","","","","","",""
"1018","11/1/2008","9","24","44","51","55","58"
"","","","","","","",""
"1019","11/5/2008","4","13","23","29","46","47"
"","","","","","","",""
"1020","11/8/2008","1","2","19","32","39","52"
"","","","","","","",""
"1021","11/12/2008","2","33","42","43","51","55"
"","","","","","","",""
"1022","11/16/2008","5","21","31","39","40","56"
"","","","","","","",""
"1023","11/19/2008","2","7","8","18","40","45"
"","","","","","","",""
"1024","11/22/2008","18","22","28","29","39","53"
"","","","","","","",""
"1025","11/26/2008","10","27","28","29","40","52"
"","","","","","","",""
"1026","11/29/2008","6","10","17","33","51","53"
"","","","","","","",""
"1027","12/3/2008","18","20","33","44","47","60"
"","","","","","","",""
"1028","12/6/2008","20","26","34","51","52","54"
"","","","","","","",""
"1029","12/10/2008","5","16","17","20","24","32"
"","","","","","","",""
"1030","12/13/2008","1","8","23","37","54","57"
"","","","","","","",""
"1031","12/17/2008","24","33","40","43","46","49"
"","","","","","","",""
"1032","12/20/2008","15","16","26","29","43","57"
"","","","","","","",""
"1033","12/24/2008","5","6","17","33","39","54"
"","","","","","","",""
"1034","12/27/2008","1","3","18","20","42","49"
"","","","","","","",""
"1035","12/31/2008","1","11","26","51","59","60"
"","","","","","","",""
"1036","1/3/2009","10","27","36","39","41","52"
"","","","","","","",""
"1037","1/7/2009","4","36","44","46","53","56"
"","","","","","","",""
"1038","1/10/2009","6","7","28","35","43","51"
"","","","","","","",""
"1039","1/14/2009","2","20","24","27","36","52"
"","","","","","","",""
"1040","1/17/2009","1","6","28","39","44","55"
"","","","","","","",""
"1041","1/21/2009","10","12","36","44","54","57"
"","","","","","","",""
"1042","1/24/2009","13","18","25","30","46","51"
"","","","","","","",""
"1043","1/28/2009","14","21","25","48","51","60"
"","","","","","","",""
"1044","1/31/2009","10","11","13","35","39","58"
"","","","","","","",""
"1045","2/4/2009","1","5","6","17","31","50"
"","","","","","","",""
"1046","2/7/2009","28","40","42","54","55","57"
"","","","","","","",""
"1047","2/11/2009","1","2","8","10","14","48"
"","","","","","","",""
"1048","2/14/2009","3","16","21","28","38","57"
"","","","","","","",""
"1049","2/18/2009","2","5","17","29","34","52"
"","","","","","","",""
"1050","2/21/2009","14","24","26","33","45","60"
"","","","","","","",""
"1051","2/25/2009","7","10","11","13","43","57"
"","","","","","","",""
"1052","2/28/2009","8","11","15","16","52","57"
"","","","","","","",""
"1053","3/4/2009","15","27","34","42","49","53"
"","","","","","","",""
"1054","3/7/2009","13","14","18","27","41","60"
"","","","","","","",""
"1055","3/11/2009","12","15","16","20","27","32"
"","","","","","","",""
"1056","3/14/2009","6","8","38","50","53","59"
"","","","","","","",""
"1057","3/18/2009","2","3","4","15","49","59"
"","","","","","","",""
"1058","3/21/2009","18","20","24","45","51","57"
"","","","","","","",""
"1059","3/25/2009","1","12","14","16","37","45"
"","","","","","","",""
"1060","3/28/2009","1","3","16","18","41","42"
"","","","","","","",""
"1061","4/1/2009","9","21","23","30","41","56"
"","","","","","","",""
"1062","4/4/2009","2","8","23","33","37","55"
"","","","","","","",""
"1063","4/8/2009","1","22","44","47","49","50"
"","","","","","","",""
"1064","4/11/2009","4","16","19","28","29","49"
"","","","","","","",""
"1065","4/15/2009","7","19","30","39","43","57"
"","","","","","","",""
"1066","4/18/2009","6","10","25","32","43","49"
"","","","","","","",""
"1067","4/22/2009","4","10","14","25","28","56"
"","","","","","","",""
"1068","4/25/2009","25","27","44","47","48","57"
"","","","","","","",""
"1069","4/29/2009","9","17","28","45","49","53"
"","","","","","","",""
"1070","5/2/2009","5","8","16","23","41","53"
"","","","","","","",""
"1071","5/6/2009","5","7","37","43","53","54"
"","","","","","","",""
"1072","5/9/2009","9","18","19","43","47","54"
"","","","","","","",""
"1073","5/13/2009","8","25","32","34","36","44"
"","","","","","","",""
"1074","5/16/2009","3","10","23","29","47","50"
"","","","","","","",""
"1075","5/20/2009","10","12","16","21","39","53"
"","","","","","","",""
"1076","5/23/2009","4","10","19","32","33","42"
"","","","","","","",""
"1077","5/27/2009","5","6","9","11","18","37"
"","","","","","","",""
"","","","","","","",""
"1078","5/30/2009","3","6","34","41","43","45"
"","","","","","","",""
"1079","6/3/2009","5","12","24","28","36","37"
"","","","","","","",""
"1080","6/6/2009","11","18","20","34","41","56"
"","","","","","","",""
"1081","6/10/2009","9","16","24","29","52","56"
"","","","","","","",""
"1082","6/13/2009","4","17","38","40","50","55"
"","","","","","","",""
"1083","6/17/2009","10","20","23","28","42","43"
"","","","","","","",""
"1084","6/20/2009","5","20","29","33","40","59"
"","","","","","","",""
"1085","6/24/2009","12","21","39","40","50","55"
"","","","","","","",""
"1086","6/27/2009","2","4","6","10","23","45"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1087","7/1/2009","3","20","28","32","36","46"
"","","","","","","",""
"1088","7/4/2009","6","24","31","35","42","57"
"","","","","","","",""
"1089","7/8/2009","2","18","20","32","37","48"
"","","","","","","",""
"1090","7/11/2009","9","20","24","36","40","42"
"","","","","","","",""
"1091","7/15/2009","17","23","24","27","49","56"
"","","","","","","",""
"1092","7/18/2009","1","9","30","33","34","40"
"","","","","","","",""
"1093","7/22/2009","19","23","27","38","41","49"
"","","","","","","",""
"1094","7/25/2009","9","10","21","36","41","48"
"","","","","","","",""
"1095","7/29/2009","10","16","21","23","27","36"
"","","","","","","",""
"1096","8/1/2009","3","13","14","16","41","52"
"","","","","","","",""
"1097","8/5/2009","1","17","21","33","48","56"
"","","","","","","",""
"1098","8/8/2009","11","20","21","30","50","52"
"","","","","","","",""
"1099","8/12/2009","14","31","35","38","44","55"
"","","","","","","",""
"1100","8/15/2009","7","17","18","33","41","42"
"","","","","","","",""
"1101","8/19/2009","6","7","10","12","24","57"
"","","","","","","",""
"1102","8/22/2009","9","11","23","35","46","51"
"","","","","","","",""
"1103","8/26/2009","10","19","28","41","55","56"
"","","","","","","",""
"1104","8/29/2009","2","3","6","35","49","58"
"","","","","","","",""
"1105","9/2/2009","1","15","28","43","50","57"
"","","","","","","",""
"1106","9/5/2009","4","15","43","47","50","60"
"","","","","","","",""
"1107","9/9/2009","3","9","20","36","53","54"
"","","","","","","",""
"1108","9/12/2009","7","9","39","43","44","60"
"","","","","","","",""
"1109","9/16/2009","6","8","11","14","29","52"
"","","","","","","",""
"1110","9/19/2009","6","14","26","28","42","45"
"","","","","","","",""
"","","","","","","",""
"1111","9/23/2009","4","9","25","32","33","43"
"","","","","","","",""
"1112","9/26/2009","4","32","34","43","52","58"
"","","","","","","",""
"1113","9/30/2009","3","6","29","36","47","59"
"","","","","","","",""
"","","","","","","",""
"1114","10/3/2009","3","15","16","22","25","54"
"","","","","","","",""
"1115","10/7/2009","18","30","37","41","44","50"
"","","","","","","",""
"1116","10/10/2009","4","9","13","17","20","47"
"","","","","","","",""
"1117","10/14/2009","1","6","17","27","35","40"
"","","","","","","",""
"1118","10/17/2009","8","20","21","43","44","55"
"","","","","","","",""
"1119","10/21/2009","10","34","41","44","45","54"
"","","","","","","",""
"1120","10/24/2009","7","35","40","44","50","55"
"","","","","","","",""
"1121","10/28/2009","4","17","18","54","56","59"
"","","","","","","",""
"1122","10/31/2009","26","44","46","49","55","56"
"","","","","","","",""
"1123","11/4/2009","4","14","19","39","45","60"
"","","","","","","",""
"1124","11/7/2009","7","11","16","18","33","49"
"","","","","","","",""
"1125","11/11/2009","3","7","29","33","42","56"
"","","","","","","",""
"1126","11/14/2009","4","31","42","52","57","59"
"","","","","","","",""
"1127","11/18/2009","5","8","14","24","29","30"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1128","11/21/2009","8","16","24","39","52","60"
"","","","","","","",""
"1129","11/25/2009","12","17","19","32","47","55"
"","","","","","","",""
"1130","11/28/2009","5","18","23","32","49","54"
"","","","","","","",""
"1131","12/2/2009","1","8","16","34","36","49"
"","","","","","","",""
"1132","12/5/2009","12","27","30","33","52","55"
"","","","","","","",""
"1133","12/9/2009","5","10","16","21","39","58"
"","","","","","","",""
"1134","12/12/2009","9","22","29","36","51","56"
"","","","","","","",""
"1135","12/16/2009","4","5","6","19","23","39"
"","","","","","","",""
"1136","12/19/2009","7","31","32","34","37","43"
"","","","","","","",""
"1137","12/22/2009","19","21","25","28","43","50"
"","","","","","","",""
"1138","12/24/2009","2","4","15","18","25","36"
"","","","","","","",""
"1139","12/26/2009","9","28","31","36","37","42"
"","","","","","","",""
"1140","12/31/2009","10","27","40","46","49","58"
"","","","","","","",""
"","","","","","","",""
"1141","1/2/2010","9","37","40","50","58","60"
"","","","","","","",""
"1142","1/6/2010","3","15","26","28","31","58"
"","","","","","","",""
"1143","1/9/2010","3","30","35","44","47","60"
"","","","","","","",""
"1144","1/13/2010","1","10","18","19","44","49"
"","","","","","","",""
"1145","1/16/2010","3","16","19","24","33","60"
"","","","","","","",""
"1146","1/20/2010","6","10","28","33","34","53"
"","","","","","","",""
"1147","1/23/2010","6","23","31","33","39","52"
"","","","","","","",""
"1148","1/27/2010","27","28","29","32","48","55"
"","","","","","","",""
"1149","1/30/2010","7","8","23","36","46","54"
"","","","","","","",""
"1150","2/3/2010","15","17","28","31","35","52"
"","","","","","","",""
"1151","2/6/2010","1","4","14","21","25","51"
"","","","","","","",""
"1152","2/10/2010","14","20","29","36","44","47"
"","","","","","","",""
"1153","2/13/2010","6","17","19","34","46","55"
"","","","","","","",""
"1154","2/17/2010","4","12","14","21","26","28"
"","","","","","","",""
"1155","2/20/2010","20","28","40","41","51","58"
"","","","","","","",""
"1156","2/24/2010","9","24","31","44","48","49"
"","","","","","","",""
"1157","2/27/2010","9","29","41","43","46","49"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1158","3/3/2010","23","30","31","54","55","60"
"","","","","","","",""
"1159","3/6/2010","5","6","34","46","53","55"
"","","","","","","",""
"1160","3/10/2010","1","3","5","18","40","48"
"","","","","","","",""
"1161","3/13/2010","4","7","42","47","48","51"
"","","","","","","",""
"1162","3/17/2010","18","22","25","30","31","41"
"","","","","","","",""
"1163","3/20/2010","5","17","31","47","51","53"
"","","","","","","",""
"1164","3/24/2010","6","14","17","26","40","49"
"","","","","","","",""
"1165","3/27/2010","20","40","42","52","54","60"
"","","","","","","",""
"1166","3/31/2010","22","28","30","31","35","54"
"","","","","","","",""
"1167","4/3/2010","20","28","43","51","52","56"
"","","","","","","",""
"1168","4/7/2010","4","5","20","47","53","56"
"","","","","","","",""
"1169","4/10/2010","1","11","14","23","42","48"
"","","","","","","",""
"1170","4/14/2010","11","13","27","34","46","49"
"","","","","","","",""
"1171","4/17/2010","3","10","13","30","41","57"
"","","","","","","",""
"1172","4/20/2010","6","12","28","43","52","56"
"","","","","","","",""
"1173","4/24/2010","5","7","24","25","36","47"
"","","","","","","",""
"1174","4/28/2010","6","7","39","47","51","52"
"","","","","","","",""
"1175","4/30/2010","2","3","12","16","37","47"
"","","","","","","",""
"1176","5/5/2010","11","14","21","30","33","49"
"","","","","","","",""
"1177","5/8/2010","33","38","47","50","52","55"
"","","","","","","",""
"1178","5/12/2010","1","22","30","45","50","53"
"","","","","","","",""
"1179","5/15/2010","5","22","28","47","59","60"
"","","","","","","",""
"1180","5/19/2010","12","30","34","44","57","60"
"","","","","","","",""
"1181","5/22/2010","18","20","26","31","44","45"
"","","","","","","",""
"1182","5/26/2010","2","4","29","52","56","60"
"","","","","","","",""
"1183","5/29/2010","5","10","12","20","29","37"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1184","6/2/2010","4","9","23","27","28","30"
"","","","","","","",""
"1185","6/5/2010","2","10","21","35","43","54"
"","","","","","","",""
"1186","6/9/2010","7","8","12","13","15","41"
"","","","","","","",""
"1187","6/12/2010","8","17","19","40","43","49"
"","","","","","","",""
"1188","6/16/2010","9","20","44","52","59","60"
"","","","","","","",""
"1189","6/19/2010","14","21","27","31","35","50"
"","","","","","","",""
"1190","6/23/2010","10","11","19","37","53","56"
"","","","","","","",""
"","","","","","","",""
"1191","6/26/2010","3","11","16","22","25","33"
"","","","","","","",""
"1192","6/30/2010","17","20","49","52","57","59"
"","","","","","","",""
"1193","7/3/2010","2","9","12","14","32","54"
"","","","","","","",""
"1194","7/7/2010","6","13","24","41","50","53"
"","","","","","","",""
"1195","7/10/2010","17","20","26","27","55","57"
"","","","","","","",""
"1196","7/14/2010","3","6","19","20","58","60"
"","","","","","","",""
"1197","7/17/2010","36","37","39","49","54","60"
"","","","","","","",""
"1198","7/21/2010","22","29","36","41","48","58"
"","","","","","","",""
"1199","7/24/2010","16","19","23","28","39","58"
"","","","","","","",""
"1200","7/28/2010","3","10","11","39","54","56"
"","","","","","","",""
"1201","7/31/2010","28","32","36","49","55","60"
"","","","","","","",""
"1202","8/4/2010","8","9","11","48","53","60"
"","","","","","","",""
"1203","8/7/2010","7","9","30","33","38","55"
"","","","","","","",""
"1204","8/11/2010","5","10","25","39","43","52"
"","","","","","","",""
"1205","8/14/2010","4","13","14","26","29","35"
"","","","","","","",""
"1206","8/18/2010","2","6","11","36","37","48"
"","","","","","","",""
"1207","8/21/2010","9","11","22","32","35","56"
"","","","","","","",""
"1208","8/25/2010","1","12","20","26","45","54"
"","","","","","","",""
"1209","8/28/2010","5","14","17","30","35","38"
"","","","","","","",""
"1210","9/1/2010","3","7","9","10","31","34"
"","","","","","","",""
"1211","9/4/2010","3","15","31","36","48","54"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
"1212","9/8/2010","2","23","33","35","40","50"
"","","","","","","",""
"1213","9/11/2010","3","11","26","34","45","53"
"","","","","","","",""
"1214","9/15/2010","5","29","30","36","41","48"
"","","","","","","",""
"1215","9/18/2010","10","25","30","47","50","51"
"","","","","","","",""
"1216","9/22/2010","4","7","13","25","27","58"
"","","","","","","",""
"1217","9/25/2010","5","11","15","28","43","50"
"","","","","","","",""
"1218","9/29/2010","10","23","29","31","33","46"
"","","","","","","",""
"1219","10/2/2010","2","33","34","37","41","53"
"","","","","","","",""
"1220","10/6/2010","5","15","43","48","52","55"
"","","","","","","",""
"1221","10/9/2010","5","14","37","43","46","58"
"","","","","","","",""
"1222","10/13/2010","5","8","19","26","48","57"
"","","","","","","",""
"1223","10/16/2010","15","17","35","42","47","48"
"","","","","","","",""
"1224","10/20/2010","19","21","27","41","53","57"
"","","","","","","",""
"1225","10/23/2010","31","32","34","40","50","55"
"","","","","","","",""
"1226","10/27/2010","10","31","40","50","55","56"
"","","","","","","",""
"1227","10/30/2010","4","28","30","31","35","54"
"","","","","","","",""
"1228","11/3/2010","10","23","36","50","52","60"
"","","","","","","",""
"1229","11/6/2010","12","30","32","40","49","60"
"","","","","","","",""
"1230","11/10/2010","9","12","19","22","35","37"
"","","","","","","",""
"1231","11/13/2010","5","20","23","27","39","49"
"","","","","","","",""
"1232","11/17/2010","8","11","12","15","18","22"
"","","","","","","",""
"1233","11/20/2010","22","29","32","49","54","59"
"","","","","","","",""
"1234","11/24/2010","3","5","19","24","30","35"
"","","","","","","",""
"1235","11/27/2010","10","16","20","26","49","55"
"","","","","","","",""
"1236","12/1/2010","3","8","17","20","38","53"
"","","","","","","",""
"1237","12/4/2010","5","18","21","26","39","59"
"","","","","","","",""
"1238","12/8/2010","13","14","24","39","40","45"
"","","","","","","",""
"1239","12/11/2010","1","15","37","39","48","52"
"","","","","","","",""
"1240","12/15/2010","8","9","12","22","42","49"
"","","","","","","",""
"1241","12/18/2010","10","13","25","26","28","45"
"","","","","","","",""
"1242","12/20/2010","11","34","45","48","51","54"
"","","","","","","",""
"1243","12/22/2010","9","19","23","29","32","57"
"","","","","","","",""
"1244","12/24/2010","2","8","15","25","34","45"
"","","","","","","",""
"1245","12/31/2010","2","10","34","37","43","50"
"","","","","","","",""
"","","","","","","",""
"","","","","","","",""
